accommodates,bathrooms,bedrooms,latitude,longitude,room_type,review_scores_rating,minimum_nights,maximum_nights,availability_365,number_of_reviews,host_listings_count,host_response_rate,property_type,neighbourhood,cleanliness_rating,communication_rating,value_rating,cancellation_policy,instant_bookable,host_is_superhost,bathrooms_text,review_scores_accuracy,review_scores_cleanliness,price
5,2.4,3,40.69672,-73.99811,Entire home/apt,57,1,29,278,48,5,83.3,Apartment,Queens,9.1,7.4,8.2,flexible,1,1,2.4 bath,8.2,7.9,300.0
4,2.26,3,40.69914,-74.00186,Entire home/apt,52,2,13,288,47,3,75.8,House,Brooklyn,9.8,7.9,9.0,strict,0,1,2.3 shared bath,7.5,8.1,300.0
2,2.88,3,40.71634,-73.99717,Entire home/apt,97,10,15,355,45,7,85.6,Apartment,Manhattan,7.1,7.7,7.3,moderate,1,0,2.9 bath,8.4,8.8,300.0
2,2.59,2,40.71553,-73.97541,Private room,99,10,18,318,46,1,77.5,Apartment,Brooklyn,8.0,10.0,9.0,moderate,0,0,2.6 baths,9.7,8.3,284.22
2,2.11,2,40.69604,-74.00262,Entire home/apt,65,1,29,251,23,6,86.9,Condo,Manhattan,9.4,8.3,8.0,strict,0,0,2.1 bath,9.9,7.0,289.07
4,1.43,1,40.69616,-74.00263,Entire home/apt,55,4,16,220,27,6,73.3,Apartment,Bronx,7.4,7.4,8.4,moderate,1,0,1.4 baths,9.8,8.7,278.77
5,1.9,3,40.70245,-73.99988,Entire home/apt,99,5,18,211,24,8,82.2,Condo,Queens,7.7,9.5,8.5,flexible,1,1,1.9 bath,8.8,8.3,300.0
3,2.39,3,40.68429,-74.0018,Private room,73,1,13,224,9,1,72.5,Condo,Brooklyn,7.3,7.5,8.4,flexible,0,1,2.4 baths,9.2,7.0,300.0
1,2.68,2,40.71272,-74.00268,Private room,73,1,22,211,47,2,87.5,House,Brooklyn,9.9,9.8,9.7,moderate,0,0,2.7 bath,9.1,8.9,241.11
3,2.92,3,40.69137,-73.99429,Private room,68,7,11,324,44,4,73.0,Apartment,Manhattan,8.1,7.8,9.0,moderate,1,0,2.9 shared bath,7.2,8.9,300.0
5,2.21,3,40.70097,-73.9988,Private room,64,2,27,339,1,1,75.8,Apartment,Staten Island,7.4,7.4,7.7,flexible,0,0,2.2 shared bath,9.4,9.2,300.0
3,2.05,3,40.71401,-73.99668,Entire home/apt,83,10,15,275,15,1,74.8,Apartment,Manhattan,9.3,8.7,8.3,strict,1,1,2.0 baths,7.3,7.6,300.0
4,1.04,2,40.70445,-73.99073,Private room,80,1,27,210,35,1,84.0,House,Manhattan,8.1,9.4,7.6,moderate,1,1,1.0 bath,7.2,8.9,283.42
2,1.14,3,40.69602,-73.98685,Private room,78,10,13,319,21,4,90.2,Apartment,Bronx,9.1,7.3,9.0,moderate,1,0,1.1 baths,8.6,10.0,221.88
5,1.31,3,40.68977,-73.985,Private room,77,9,10,320,30,1,78.9,Condo,Queens,7.3,9.4,8.4,strict,1,1,1.3 bath,7.4,8.3,300.0
5,1.11,1,40.69945,-73.9855,Private room,57,10,30,224,2,5,75.3,Apartment,Manhattan,9.1,7.4,8.5,flexible,0,1,1.1 shared bath,8.2,9.1,276.41
3,1.8,3,40.69711,-73.99132,Private room,95,3,22,280,41,5,81.6,Apartment,Manhattan,8.3,9.7,8.1,moderate,1,0,1.8 bath,9.6,7.7,300.0
4,1.67,2,40.72625,-74.01728,Entire home/apt,99,8,27,270,17,2,75.2,Condo,Queens,8.1,8.9,8.6,moderate,0,0,1.7 baths,7.9,9.2,300.0
3,2.27,2,40.69195,-74.00992,Shared room,92,6,21,341,26,6,97.1,Apartment,Bronx,7.3,7.3,8.3,flexible,0,0,2.3 shared bath,9.6,9.8,268.83
3,2.07,3,40.69468,-74.00625,Entire home/apt,73,4,14,288,35,8,94.2,Apartment,Queens,8.7,9.1,9.9,flexible,1,0,2.1 bath,9.0,8.5,300.0
5,2.19,1,40.68998,-74.00211,Private room,70,1,13,203,35,3,97.7,House,Bronx,8.7,7.3,8.1,strict,0,1,2.2 baths,7.4,8.6,300.0
3,1.94,3,40.69741,-74.01036,Entire home/apt,92,7,22,320,47,2,76.2,Apartment,Queens,7.9,8.1,8.6,strict,0,1,1.9 baths,8.1,7.4,300.0
2,1.56,3,40.70522,-74.01216,Entire home/apt,83,6,17,318,40,1,83.1,Condo,Staten Island,7.3,8.8,10.0,strict,1,0,1.6 shared bath,7.7,7.9,272.93
3,2.91,3,40.69054,-74.02061,Entire home/apt,60,3,15,205,44,1,84.6,Apartment,Staten Island,9.4,7.9,9.9,flexible,0,0,2.9 baths,8.2,7.9,300.0
2,1.17,2,40.70353,-74.00522,Private room,50,2,25,227,21,10,73.3,Condo,Bronx,9.9,7.0,8.6,flexible,1,1,1.2 shared bath,9.1,7.9,194.9
5,2.88,3,40.68788,-73.99851,Entire home/apt,92,6,27,280,3,1,93.6,House,Queens,7.6,7.1,9.6,moderate,1,1,2.9 baths,9.9,7.6,300.0
4,1.62,2,40.70932,-74.00405,Entire home/apt,92,5,15,327,5,10,75.9,Apartment,Manhattan,8.1,9.1,9.9,flexible,0,0,1.6 shared bath,8.6,8.5,300.0
2,2.03,1,40.69543,-74.00469,Entire home/apt,86,1,29,263,33,2,86.9,Apartment,Queens,8.0,9.4,8.6,flexible,1,0,2.0 bath,8.8,7.8,268.41
4,1.22,3,40.69673,-73.99666,Entire home/apt,95,5,15,287,25,1,95.3,House,Queens,9.8,7.9,9.6,flexible,1,0,1.2 shared bath,8.6,9.4,300.0
4,1.14,2,40.71407,-73.9915,Entire home/apt,100,1,26,353,19,3,73.5,House,Bronx,9.9,9.0,7.9,strict,0,0,1.1 shared bath,9.3,9.2,300.0
2,1.86,2,40.69564,-73.99664,Entire home/apt,73,8,20,234,33,3,88.4,Apartment,Staten Island,8.7,8.3,9.5,strict,1,1,1.9 baths,8.8,9.8,230.8
5,2.48,2,40.70397,-73.99457,Entire home/apt,92,2,24,349,43,10,73.6,Condo,Staten Island,8.0,9.6,7.9,flexible,1,1,2.5 bath,9.5,7.5,300.0
1,1.54,3,40.70706,-73.98907,Private room,75,6,22,325,45,6,78.7,Apartment,Manhattan,8.3,7.3,8.6,moderate,1,1,1.5 bath,9.2,9.6,228.43
4,2.12,1,40.71301,-74.00761,Entire home/apt,54,7,30,213,38,2,73.5,House,Manhattan,10.0,8.1,7.7,moderate,0,0,2.1 shared bath,7.7,8.8,300.0
4,1.56,2,40.70328,-73.98343,Private room,91,3,20,361,34,3,99.6,Apartment,Queens,8.3,9.4,8.5,strict,0,1,1.6 shared bath,9.1,8.9,274.56
5,1.78,3,40.69683,-74.00771,Private room,66,5,25,350,24,5,70.2,Apartment,Bronx,7.5,9.3,7.8,strict,0,0,1.8 baths,7.9,9.5,300.0
5,2.81,2,40.69478,-74.00523,Private room,85,8,16,273,20,9,85.3,House,Brooklyn,7.7,9.9,9.7,flexible,1,0,2.8 shared bath,8.6,7.1,300.0
3,2.71,2,40.70315,-74.03386,Entire home/apt,94,5,16,331,29,1,78.9,House,Manhattan,8.9,7.3,9.5,moderate,1,0,2.7 shared bath,8.0,9.6,300.0
5,2.03,3,40.69241,-74.00804,Entire home/apt,99,8,13,260,30,2,78.8,Apartment,Queens,8.8,7.5,9.2,flexible,1,1,2.0 shared bath,8.7,7.3,300.0
4,1.48,2,40.7054,-74.01985,Entire home/apt,76,1,14,259,35,9,91.8,Condo,Manhattan,9.1,8.4,7.8,flexible,1,0,1.5 shared bath,7.2,9.5,300.0
2,1.39,2,40.70201,-73.98244,Entire home/apt,99,3,27,249,16,4,72.3,Condo,Brooklyn,8.4,7.8,8.9,flexible,0,1,1.4 shared bath,10.0,7.4,271.55
1,2.91,3,40.68833,-73.98713,Entire home/apt,54,5,23,321,28,8,99.2,Apartment,Brooklyn,9.7,8.2,9.8,flexible,0,1,2.9 shared bath,8.5,7.0,273.09
3,1.41,1,40.68771,-74.00913,Entire home/apt,53,2,17,205,32,2,99.0,Apartment,Brooklyn,8.1,7.8,9.7,flexible,1,1,1.4 baths,7.3,7.4,259.36
2,2.62,1,40.70083,-74.00674,Private room,54,2,28,305,38,10,81.5,House,Manhattan,8.0,7.8,8.3,moderate,1,0,2.6 baths,7.1,10.0,271.16
1,1.74,1,40.69713,-74.02206,Entire home/apt,80,9,27,232,28,4,89.3,Condo,Queens,8.5,9.3,7.8,moderate,1,1,1.7 bath,8.8,9.3,217.54
1,2.97,1,40.70816,-74.0126,Private room,88,3,23,267,23,4,97.2,Apartment,Brooklyn,8.2,8.8,9.0,strict,1,1,3.0 baths,9.2,7.8,214.11
1,1.74,3,40.69083,-73.99219,Entire home/apt,57,5,10,267,19,1,99.3,Apartment,Brooklyn,8.2,7.2,9.2,flexible,1,0,1.7 bath,9.2,7.4,244.12
2,1.7,3,40.70732,-73.98162,Private room,51,9,17,223,24,1,77.6,Apartment,Manhattan,7.5,9.5,9.7,flexible,1,1,1.7 baths,7.6,9.9,246.54
3,2.27,1,40.7076,-74.00173,Private room,88,4,30,359,17,8,71.3,Condo,Queens,7.2,9.5,7.9,moderate,1,1,2.3 baths,9.2,7.2,281.98
3,2.92,3,40.68818,-73.99895,Entire home/apt,100,5,14,324,35,1,84.3,Condo,Queens,7.6,9.6,7.9,moderate,0,1,2.9 bath,9.3,8.5,300.0
1,2.95,1,40.69777,-73.99852,Entire home/apt,83,9,22,312,40,6,70.4,Apartment,Manhattan,8.5,7.5,9.2,flexible,1,1,3.0 bath,7.7,9.5,266.51
2,2.41,2,40.71366,-74.008,Private room,91,5,11,294,9,4,77.0,House,Bronx,9.2,7.2,8.5,flexible,1,0,2.4 baths,7.1,9.2,270.4
1,2.51,2,40.70401,-73.99615,Entire home/apt,98,6,10,322,36,8,77.4,Apartment,Bronx,8.7,9.9,9.1,flexible,0,0,2.5 baths,8.8,9.3,258.52
5,2.13,2,40.69901,-74.00452,Private room,74,8,16,225,36,3,92.6,House,Staten Island,7.1,8.5,9.7,moderate,1,1,2.1 bath,9.2,8.5,300.0
3,2.51,1,40.70858,-73.99073,Entire home/apt,72,7,12,329,37,7,95.2,Apartment,Brooklyn,8.9,9.5,8.6,moderate,1,0,2.5 baths,7.1,9.7,300.0
4,2.72,2,40.69509,-74.00096,Private room,64,2,17,210,22,5,71.9,Apartment,Queens,8.2,8.3,9.7,flexible,0,0,2.7 shared bath,7.8,7.3,300.0
1,1.97,1,40.69672,-74.02221,Entire home/apt,95,9,15,262,40,1,92.8,House,Manhattan,10.0,7.0,9.3,flexible,1,1,2.0 shared bath,7.2,7.4,250.56
5,2.24,3,40.70169,-73.99271,Entire home/apt,98,9,24,303,29,5,84.4,Apartment,Brooklyn,9.3,7.3,7.4,flexible,1,0,2.2 bath,8.2,8.4,300.0
3,2.07,2,40.71421,-73.99817,Private room,63,9,23,242,32,9,74.6,House,Bronx,8.0,9.4,7.6,strict,1,1,2.1 shared bath,9.0,9.7,261.79
2,2.12,2,40.69079,-74.00708,Private room,89,7,23,320,5,3,95.7,Apartment,Queens,8.4,8.7,8.9,strict,1,0,2.1 baths,9.6,8.6,253.25
3,2.78,2,40.70471,-74.0007,Entire home/apt,80,9,29,349,10,10,77.8,Apartment,Brooklyn,9.2,8.3,9.8,flexible,1,0,2.8 shared bath,9.1,8.4,300.0
2,1.71,3,40.696,-74.01423,Entire home/apt,71,3,22,238,17,2,71.0,Condo,Bronx,8.4,9.2,7.8,flexible,0,1,1.7 shared bath,7.6,8.1,269.93
2,1.42,1,40.71243,-74.0161,Entire home/apt,77,3,24,203,50,9,86.4,Apartment,Bronx,8.6,8.6,8.2,moderate,0,0,1.4 bath,8.1,7.6,225.1
1,1.91,2,40.70766,-74.00594,Entire home/apt,97,9,21,238,4,2,85.0,House,Staten Island,7.9,8.4,9.1,strict,0,0,1.9 bath,8.8,8.5,233.92
1,1.42,2,40.69924,-73.99553,Entire home/apt,90,7,30,240,1,8,81.9,House,Manhattan,7.6,7.5,8.7,flexible,1,0,1.4 baths,9.8,8.0,267.44
3,2.0,1,40.70597,-73.99393,Entire home/apt,79,4,25,219,30,1,93.8,House,Manhattan,8.9,8.4,9.2,flexible,1,0,2.0 baths,7.4,9.3,300.0
5,2.81,2,40.69424,-74.01727,Entire home/apt,67,3,29,223,23,2,99.7,House,Staten Island,7.6,9.7,9.9,moderate,0,1,2.8 bath,8.1,7.1,300.0
3,2.23,2,40.69366,-74.0002,Private room,71,6,28,300,18,2,72.1,House,Brooklyn,9.9,7.0,7.1,moderate,1,1,2.2 baths,8.0,8.7,296.63
4,2.71,2,40.72523,-74.0165,Entire home/apt,65,4,29,283,13,7,98.1,Condo,Queens,7.1,8.2,7.2,flexible,0,1,2.7 baths,7.8,9.6,300.0
2,1.33,1,40.69627,-73.99894,Private room,92,1,26,290,46,1,92.2,House,Staten Island,9.4,9.0,9.3,moderate,1,1,1.3 shared bath,8.6,7.8,203.39
2,2.8,2,40.70178,-74.00292,Entire home/apt,72,7,26,224,47,6,92.9,Condo,Brooklyn,8.1,7.7,7.0,flexible,1,1,2.8 baths,8.9,7.1,300.0
1,2.2,3,40.69607,-73.99768,Entire home/apt,81,4,22,268,7,1,83.9,Apartment,Manhattan,8.6,7.9,8.3,moderate,0,1,2.2 bath,9.9,7.1,255.53
5,1.06,1,40.68715,-74.01086,Entire home/apt,76,5,26,242,3,8,87.1,Condo,Brooklyn,8.5,8.9,8.6,moderate,0,1,1.1 baths,9.3,7.5,300.0
1,2.27,2,40.68979,-73.981,Private room,81,8,26,279,33,3,80.2,Apartment,Brooklyn,7.6,7.2,8.4,flexible,0,0,2.3 bath,8.0,9.1,209.09
4,2.9,3,40.70338,-73.97106,Private room,66,3,16,253,50,8,85.2,Apartment,Brooklyn,10.0,7.4,9.2,moderate,1,0,2.9 shared bath,7.6,7.8,300.0
3,1.16,3,40.68589,-74.00381,Entire home/apt,59,6,18,341,10,10,88.7,Apartment,Staten Island,9.4,9.7,8.6,flexible,1,1,1.2 baths,7.4,7.1,265.68
3,2.16,3,40.69289,-74.01104,Private room,74,6,25,215,26,1,99.3,Apartment,Manhattan,8.2,8.6,9.0,strict,0,0,2.2 shared bath,8.9,7.4,299.86
5,2.83,3,40.70652,-74.01667,Entire home/apt,95,6,18,327,9,5,90.0,Apartment,Queens,8.5,7.7,8.3,strict,0,1,2.8 bath,8.2,9.2,300.0
1,1.02,3,40.70226,-74.0194,Entire home/apt,96,1,23,270,44,3,96.3,Apartment,Manhattan,8.4,7.9,9.6,flexible,1,1,1.0 baths,10.0,9.7,239.41
1,2.26,2,40.69588,-73.98503,Entire home/apt,58,4,18,200,41,5,93.1,Apartment,Brooklyn,9.5,9.1,9.2,strict,0,0,2.3 baths,9.1,7.7,236.51
4,1.95,3,40.69557,-74.00769,Entire home/apt,97,2,28,302,26,7,95.8,House,Manhattan,7.1,7.1,9.0,moderate,1,1,1.9 baths,9.9,9.0,300.0
3,1.69,1,40.6897,-74.02035,Entire home/apt,76,7,17,322,10,4,73.0,Condo,Brooklyn,9.9,8.2,7.3,flexible,0,1,1.7 baths,9.9,7.3,294.62
1,2.26,2,40.72229,-74.01757,Private room,71,8,27,324,48,3,98.5,Apartment,Manhattan,9.7,8.2,9.8,flexible,0,1,2.3 bath,8.4,9.2,227.31
5,1.11,2,40.69017,-74.01887,Private room,94,2,18,346,38,3,89.6,House,Queens,7.6,9.8,8.2,strict,1,1,1.1 bath,8.4,7.2,296.24
3,2.51,3,40.71011,-73.98098,Entire home/apt,54,2,22,359,24,5,81.2,Apartment,Brooklyn,8.6,8.0,7.2,flexible,0,0,2.5 shared bath,9.6,7.1,300.0
4,1.01,3,40.6779,-73.9787,Entire home/apt,66,4,20,363,18,1,95.5,Apartment,Brooklyn,9.0,8.0,9.2,moderate,1,0,1.0 bath,9.4,9.6,300.0
5,1.61,2,40.70875,-74.00349,Private room,94,4,28,356,27,10,76.3,Condo,Bronx,7.8,7.6,7.7,flexible,0,0,1.6 baths,9.0,9.6,300.0
2,2.01,1,40.70977,-74.00543,Entire home/apt,100,7,11,298,50,1,87.3,Apartment,Brooklyn,9.1,7.7,8.4,strict,0,0,2.0 baths,7.7,8.2,267.59
4,1.75,2,40.69068,-74.03174,Private room,81,2,18,263,32,2,85.7,Apartment,Queens,7.1,7.7,9.7,flexible,0,0,1.8 baths,8.9,8.7,300.0
5,1.61,2,40.69383,-74.02167,Entire home/apt,64,9,18,215,17,7,86.9,House,Brooklyn,7.8,10.0,7.5,flexible,1,1,1.6 bath,8.3,8.4,300.0
1,2.66,3,40.71068,-74.01371,Entire home/apt,59,7,17,234,23,2,76.2,Condo,Staten Island,7.2,10.0,9.9,strict,0,1,2.7 baths,7.4,7.5,239.03
2,2.87,1,40.68858,-73.99129,Entire home/apt,59,10,17,208,42,4,78.4,Condo,Manhattan,9.6,9.1,9.6,flexible,1,1,2.9 shared bath,8.5,9.0,300.0
4,2.75,3,40.70437,-73.96439,Entire home/apt,60,5,30,261,46,2,71.7,House,Queens,8.2,7.9,7.8,strict,1,0,2.8 baths,7.8,7.4,300.0
1,2.04,3,40.69323,-73.98899,Entire home/apt,88,4,13,358,35,2,72.6,Condo,Manhattan,9.9,8.0,9.3,flexible,1,1,2.0 baths,9.2,8.3,291.14
2,2.77,3,40.70901,-74.00258,Entire home/apt,56,9,20,206,35,7,88.4,Condo,Manhattan,8.2,9.1,9.1,moderate,0,0,2.8 bath,9.7,8.4,300.0
3,2.84,3,40.71862,-73.99789,Entire home/apt,78,6,20,326,11,6,86.0,Apartment,Brooklyn,8.5,8.9,7.4,flexible,0,0,2.8 shared bath,9.0,8.7,300.0
1,1.82,1,40.68994,-73.99848,Entire home/apt,94,7,18,324,21,1,88.2,Apartment,Brooklyn,7.4,7.8,8.7,flexible,1,1,1.8 shared bath,9.3,7.8,215.74
5,1.57,3,40.70589,-74.00519,Private room,95,8,15,286,17,2,87.8,Condo,Staten Island,9.9,7.3,7.3,moderate,1,1,1.6 bath,9.0,8.1,300.0
4,1.2,3,40.70978,-74.00262,Entire home/apt,82,2,20,335,13,9,97.7,Apartment,Manhattan,8.7,8.3,7.6,moderate,0,0,1.2 bath,7.6,9.5,300.0
2,1.96,1,40.68006,-74.02611,Private room,63,2,25,200,28,5,81.7,Apartment,Brooklyn,7.3,7.9,9.9,flexible,0,1,2.0 shared bath,7.4,8.3,220.58
1,2.89,2,40.71004,-74.01131,Entire home/apt,84,2,16,297,5,6,82.6,Apartment,Brooklyn,8.7,9.5,8.9,flexible,0,1,2.9 shared bath,7.5,9.9,258.18
3,2.12,3,40.7035,-74.00635,Private room,79,1,13,300,21,8,92.9,Apartment,Brooklyn,7.5,9.5,9.3,flexible,1,1,2.1 bath,9.8,9.2,300.0
4,2.34,2,40.70641,-74.01692,Entire home/apt,56,1,30,207,15,4,94.3,Apartment,Brooklyn,8.2,8.8,8.8,moderate,0,1,2.3 baths,9.6,9.3,300.0
4,1.23,3,40.68174,-73.99716,Entire home/apt,67,8,20,223,28,2,71.8,House,Brooklyn,8.3,10.0,9.7,flexible,1,1,1.2 bath,7.3,7.7,300.0
1,1.29,3,40.70744,-73.99217,Entire home/apt,77,9,15,265,4,2,98.1,House,Staten Island,9.4,9.5,8.7,strict,1,0,1.3 shared bath,9.3,7.7,234.56
3,1.93,1,40.69817,-73.98077,Entire home/apt,83,6,21,284,7,6,88.4,Apartment,Staten Island,9.6,8.6,8.6,strict,1,1,1.9 baths,8.7,8.9,272.56
2,2.9,1,40.68861,-74.00653,Private room,71,8,12,362,30,8,82.8,Apartment,Brooklyn,7.2,9.6,8.0,strict,1,0,2.9 shared bath,9.4,8.7,250.83
1,1.72,2,40.70701,-74.02864,Private room,59,1,11,212,16,3,78.9,House,Brooklyn,9.1,8.9,7.2,moderate,0,0,1.7 bath,7.2,8.8,197.29
2,2.75,3,40.70811,-73.97623,Entire home/apt,51,10,26,327,3,9,97.1,House,Queens,9.7,8.9,9.2,flexible,0,1,2.8 shared bath,8.4,8.3,300.0
4,1.24,1,40.69923,-74.01499,Private room,75,4,26,303,7,8,94.1,Apartment,Brooklyn,8.4,7.4,9.7,flexible,0,1,1.2 baths,8.0,7.3,262.53
2,2.23,3,40.70363,-73.96944,Entire home/apt,99,3,17,340,5,6,99.3,Apartment,Queens,9.7,8.9,8.9,moderate,0,1,2.2 bath,9.0,8.7,289.62
3,2.2,3,40.69838,-73.97721,Entire home/apt,99,3,27,277,10,7,72.2,Apartment,Brooklyn,7.6,9.1,9.3,flexible,0,1,2.2 baths,7.6,9.6,300.0
5,2.72,2,40.68625,-74.00531,Private room,56,1,19,283,43,6,80.5,House,Brooklyn,7.6,7.9,7.7,flexible,0,1,2.7 bath,9.9,9.9,300.0
3,1.01,3,40.69856,-74.0048,Entire home/apt,69,2,19,299,27,7,75.5,Apartment,Manhattan,8.3,8.2,9.1,flexible,1,0,1.0 shared bath,8.5,9.8,297.9
2,1.38,1,40.712,-74.01866,Entire home/apt,91,1,17,354,13,5,99.6,Condo,Queens,9.8,7.4,9.0,flexible,1,1,1.4 baths,7.5,8.3,243.35
1,1.44,2,40.71214,-74.03479,Private room,99,4,30,309,14,2,78.7,House,Bronx,7.1,9.4,8.5,moderate,1,1,1.4 baths,8.3,8.1,189.7
4,2.9,1,40.69175,-73.99233,Entire home/apt,75,4,21,362,0,9,80.2,House,Manhattan,9.1,7.9,7.3,moderate,0,1,2.9 shared bath,7.8,8.8,300.0
5,1.31,2,40.70239,-74.0027,Entire home/apt,81,6,20,290,27,6,81.8,Apartment,Staten Island,8.3,7.3,8.4,strict,1,0,1.3 baths,8.4,9.9,300.0
1,1.07,2,40.70077,-73.98332,Private room,63,8,13,271,28,10,97.1,Apartment,Staten Island,7.0,7.7,7.5,strict,1,0,1.1 baths,7.8,8.8,142.42
1,2.07,3,40.70494,-73.98113,Shared room,85,6,28,200,46,7,81.0,Apartment,Brooklyn,8.3,8.3,7.6,flexible,0,0,2.1 shared bath,9.8,9.3,211.93
3,2.06,2,40.70052,-74.0271,Entire home/apt,97,3,24,351,50,10,98.6,Apartment,Manhattan,7.3,8.5,7.7,strict,1,0,2.1 baths,9.8,7.4,300.0
2,2.69,2,40.70722,-73.99939,Entire home/apt,58,3,14,338,12,3,94.5,Apartment,Queens,9.9,7.1,9.5,strict,0,0,2.7 shared bath,8.0,8.2,268.93
3,2.9,3,40.69586,-73.96818,Entire home/apt,87,8,19,267,18,9,79.5,Apartment,Brooklyn,9.7,9.2,8.7,flexible,1,0,2.9 bath,8.5,7.5,300.0
2,2.08,2,40.71103,-74.01537,Private room,93,3,13,246,18,1,87.4,Apartment,Bronx,7.5,7.5,8.0,flexible,1,0,2.1 shared bath,7.8,7.4,234.06
3,2.86,2,40.69469,-73.98289,Entire home/apt,55,8,23,283,9,3,94.2,House,Bronx,9.1,8.8,8.0,strict,1,0,2.9 baths,7.9,9.8,300.0
1,2.45,1,40.70193,-73.99493,Entire home/apt,58,4,28,352,2,4,86.5,Apartment,Brooklyn,8.8,9.2,9.8,strict,0,1,2.5 baths,8.0,8.5,220.99
4,1.53,1,40.70666,-73.99582,Private room,98,1,16,323,49,6,94.9,Apartment,Manhattan,8.0,7.7,9.0,moderate,0,0,1.5 baths,8.8,7.5,286.91
2,2.86,3,40.70217,-74.00125,Private room,83,6,12,274,30,5,75.9,Condo,Brooklyn,9.2,9.9,7.6,flexible,1,0,2.9 shared bath,9.8,9.6,300.0
5,2.33,2,40.67658,-74.01926,Entire home/apt,76,7,10,269,2,8,75.7,Apartment,Queens,9.8,10.0,8.6,moderate,1,1,2.3 bath,9.7,7.2,300.0
5,1.83,3,40.70299,-74.02449,Entire home/apt,86,8,29,294,12,10,85.0,Condo,Queens,7.2,9.4,8.2,moderate,1,0,1.8 bath,7.7,7.8,300.0
1,2.36,3,40.70689,-74.00996,Private room,70,10,21,239,28,5,87.5,Apartment,Queens,9.0,9.0,8.0,moderate,1,0,2.4 bath,7.3,9.0,229.09
3,1.8,3,40.70298,-74.01724,Private room,85,9,21,223,17,1,87.7,Condo,Queens,8.9,9.2,8.8,strict,1,0,1.8 bath,9.2,7.4,290.33
3,1.23,1,40.70941,-73.99263,Private room,72,10,15,218,23,7,85.0,House,Brooklyn,9.0,8.8,7.3,moderate,0,0,1.2 shared bath,8.4,9.2,243.76
1,2.44,3,40.71172,-73.96887,Entire home/apt,86,9,27,249,44,5,87.0,House,Queens,8.2,7.7,9.6,flexible,1,1,2.4 bath,9.3,7.5,261.74
5,2.65,2,40.69305,-73.97762,Entire home/apt,76,7,22,274,44,7,73.2,House,Manhattan,8.9,7.2,9.3,moderate,1,1,2.6 baths,9.7,8.8,300.0
5,2.46,1,40.68286,-74.00777,Entire home/apt,57,1,15,313,13,4,78.5,House,Brooklyn,7.2,8.2,9.1,moderate,0,0,2.5 shared bath,7.8,8.1,300.0
3,1.46,1,40.688,-73.98277,Private room,50,10,12,204,37,4,79.8,Condo,Queens,7.2,7.8,8.8,moderate,0,1,1.5 shared bath,7.3,8.7,217.48
2,2.91,1,40.70071,-73.98752,Entire home/apt,99,4,14,242,8,5,95.0,Apartment,Manhattan,8.8,9.2,8.8,moderate,1,0,2.9 baths,9.1,8.2,300.0
4,1.05,2,40.70613,-73.99685,Entire home/apt,52,7,27,252,30,6,75.8,Apartment,Queens,9.4,7.2,7.2,moderate,0,0,1.1 shared bath,10.0,9.8,270.93
2,1.67,3,40.69875,-73.97476,Private room,90,3,18,235,33,7,70.3,Apartment,Brooklyn,7.7,9.1,8.1,flexible,1,0,1.7 shared bath,7.1,8.3,257.61
5,1.52,3,40.68617,-74.02753,Private room,83,1,26,300,49,10,96.8,Condo,Queens,8.7,7.4,7.1,flexible,1,0,1.5 shared bath,7.3,7.5,300.0
2,1.1,1,40.70297,-74.01027,Private room,52,4,15,355,8,2,70.5,Apartment,Bronx,7.0,9.2,7.9,flexible,0,0,1.1 baths,9.6,7.1,174.53
4,1.81,1,40.70011,-73.98821,Entire home/apt,55,9,12,220,1,4,77.7,Apartment,Staten Island,7.1,9.5,7.2,flexible,1,1,1.8 bath,9.6,9.5,294.92
2,2.25,3,40.70161,-73.99539,Private room,59,9,25,218,12,2,81.0,House,Manhattan,7.5,7.3,9.0,strict,1,0,2.2 baths,9.5,7.5,289.63
2,2.77,2,40.7181,-74.01007,Shared room,81,1,29,203,38,8,70.3,Condo,Queens,9.1,8.6,9.7,strict,1,1,2.8 baths,9.3,9.4,266.78
2,2.98,1,40.70818,-74.02071,Entire home/apt,56,2,13,205,22,7,95.1,Condo,Brooklyn,7.9,9.9,9.3,strict,0,1,3.0 baths,7.2,10.0,276.45
2,2.62,1,40.69866,-74.02266,Private room,91,6,20,223,34,10,79.4,Condo,Brooklyn,9.7,7.6,9.4,strict,1,1,2.6 shared bath,8.0,8.3,270.09
1,1.94,2,40.68674,-74.00225,Shared room,89,8,11,227,5,9,87.4,House,Queens,9.1,9.0,8.2,flexible,1,0,1.9 shared bath,9.3,8.8,221.82
5,2.45,1,40.71345,-73.9895,Entire home/apt,77,6,14,229,26,4,74.8,House,Manhattan,8.4,8.9,10.0,flexible,0,1,2.5 baths,8.6,8.5,300.0
4,2.69,2,40.68234,-73.98056,Entire home/apt,54,4,19,278,19,7,85.5,Condo,Manhattan,8.1,9.9,7.6,strict,1,0,2.7 bath,8.1,9.8,300.0
5,1.93,3,40.69718,-74.01582,Entire home/apt,53,1,25,287,0,7,83.4,Apartment,Brooklyn,8.9,7.0,9.0,flexible,1,1,1.9 baths,9.7,7.1,300.0
1,2.57,3,40.688,-74.00431,Private room,88,6,15,251,39,7,71.1,Apartment,Queens,7.4,8.8,7.9,strict,0,1,2.6 bath,8.4,8.0,223.19
